,LX.GGNV..HHE,LX.GGNV..HHN,LX.GGNV..HHZ,LX.GGNV..BHZ
5729,2134.0,533,1170.0,
5730,2097.0,499,1060.0,
5731,1737.0,592,651.0,
5732,1535.0,609,445.0,
5733,1469.0,559,668.0,
5734,1339.0,605,766.0,
5735,1231.0,547,625.0,
5736,1558.0,359,594.0,
5737,1932.0,318,577.0,
5738,1926.0,589,480.0,
5739,1868.0,871,446.0,
5740,1859.0,800,452.0,
5741,1817.0,637,387.0,
5742,1617.0,644,288.0,
5743,1356.0,797,241.0,
5744,1257.0,977,482.0,
5745,1139.0,1044,937.0,
5746,1068.0,1099,1029.0,
5747,1073.0,1045,872.0,
5748,1322.0,882,843.0,
5749,1631.0,926,826.0,
5750,1638.0,1194,618.0,
5751,1582.0,1460,182.0,
5752,1501.0,1447,-78.0,
5753,1393.0,1177,78.0,
5754,1235.0,984,451.0,
5755,1183.0,922,700.0,
5756,1343.0,771,797.0,
5757,1539.0,563,827.0,
5758,1665.0,561,655.0,
5759,1771.0,667,406.0,
5760,1913.0,580,247.0,
5761,2075.0,498,263.0,
5762,1922.0,688,310.0,
5763,1447.0,878,165.0,
5764,1350.0,895,180.0,
5765,1637.0,878,503.0,
5766,1982.0,921,701.0,
5767,2152.0,942,634.0,
5768,2139.0,809,631.0,
5769,1831.0,615,820.0,
5770,1129.0,488,677.0,
5771,733.0,526,106.0,
5772,969.0,593,-277.0,
5773,1466.0,640,-116.0,
5774,1642.0,762,280.0,
5775,1418.0,794,639.0,
5776,1308.0,747,843.0,
5777,1537.0,878,761.0,
5778,1634.0,1190,477.0,
5779,1426.0,1420,-11.0,
5780,1415.0,1433,-268.0,
5781,1575.0,1264,-40.0,
5782,1574.0,1095,348.0,
5783,1229.0,1103,637.0,
5784,931.0,1163,783.0,
5785,1021.0,1274,935.0,
5786,1000.0,1464,1031.0,
5787,948.0,1528,1036.0,
5788,1292.0,1552,938.0,
5789,1688.0,1482,644.0,
5790,1702.0,1339,201.0,
5791,1523.0,1359,-195.0,
5792,1737.0,1382,-213.0,
5793,2034.0,1348,284.0,
5794,1944.0,1318,941.0,
5795,1719.0,1388,1276.0,
5796,1627.0,1477,1267.0,
5797,1846.0,1334,1020.0,
5798,1816.0,1148,524.0,
5799,1454.0,1134,0.0,
5800,1284.0,1163,-75.0,
5801,1328.0,1150,291.0,
5802,1162.0,1092,684.0,
5803,781.0,1086,853.0,
5804,966.0,1111,754.0,
5805,1463.0,999,645.0,
5806,1622.0,1033,582.0,
5807,1490.0,1151,490.0,
5808,1496.0,978,405.0,
5809,1738.0,660,471.0,
5810,1601.0,527,630.0,
5811,1094.0,702,745.0,
5812,1011.0,921,940.0,
5813,1502.0,1016,1044.0,
5814,1762.0,1053,663.0,
5815,1649.0,989,-2.0,
5816,1708.0,779,-292.0,
5817,1989.0,676,72.0,
5818,1905.0,857,738.0,
5819,1292.0,1326,1053.0,
5820,986.0,1752,1055.0,
5821,1196.0,1797,854.0,
5822,1366.0,1662,457.0,
5823,1308.0,1498,178.0,
5824,1354.0,1434,281.0,
5825,1578.0,1451,919.0,
5826,1502.0,1477,1340.0,
5827,1283.0,1554,1000.0,
5828,1413.0,1466,336.0,
5829,1449.0,1272,-74.0,
5830,1157.0,1330,11.0,
5831,865.0,1630,362.0,
5832,798.0,1883,728.0,
5833,1208.0,1914,883.0,
5834,1599.0,1831,779.0,
5835,1722.0,1619,573.0,
5836,1949.0,1301,442.0,
5837,1976.0,1047,470.0,
5838,1512.0,959,526.0,
5839,895.0,1082,426.0,
5840,728.0,1198,287.0,
5841,998.0,1253,388.0,
5842,1107.0,1284,696.0,
5843,1027.0,1445,915.0,
5844,1147.0,1660,963.0,
5845,1401.0,1601,910.0,
5846,1409.0,1499,707.0,
5847,1298.0,1654,447.0,
5848,1452.0,1802,283.0,
5849,1795.0,1688,469.0,
5850,1902.0,1457,825.0,
5851,1599.0,1247,877.0,
5852,1280.0,1210,658.0,
5853,1329.0,1127,440.0,
5854,1676.0,985,401.0,
5855,1944.0,1092,582.0,
5856,1986.0,1244,870.0,
5857,1744.0,1367,1026.0,
5858,1246.0,1473,879.0,
5859,1010.0,1554,352.0,
5860,1415.0,1472,-114.0,
5861,1972.0,1268,-40.0,
5862,1909.0,1222,374.0,
5863,1369.0,1239,669.0,
5864,1107.0,1234,559.0,
5865,1378.0,1104,248.0,
5866,1777.0,975,-22.0,
5867,1932.0,1074,-165.0,
5868,1859.0,1110,207.0,
5869,1607.0,954,968.0,
5870,1318.0,943,1317.0,
5871,1268.0,1243,964.0,
5872,1634.0,1526,318.0,
5873,1918.0,1402,-11.0,
5874,1447.0,1185,108.0,
5875,738.0,1181,366.0,
5876,497.0,1242,542.0,
5877,806.0,1309,534.0,
5878,1291.0,1269,462.0,
5879,1542.0,1219,507.0,
5880,1536.0,1232,512.0,
5881,1483.0,1260,497.0,
5882,1542.0,1331,544.0,
5883,1476.0,1407,463.0,
5884,1360.0,1404,543.0,
5885,1343.0,1379,851.0,
5886,1276.0,1414,943.0,
5887,1126.0,1470,546.0,
5888,1099.0,1533,60.0,
5889,1288.0,1395,7.0,
5890,1462.0,1208,331.0,
5891,1658.0,1151,754.0,
5892,1748.0,1122,646.0,
5893,1700.0,1122,308.0,
5894,1543.0,1088,113.0,
5895,1160.0,1147,-38.0,
5896,999.0,1202,204.0,
5897,1272.0,1185,709.0,
5898,1596.0,1236,1026.0,
5899,1546.0,1234,812.0,
5900,1094.0,1217,446.0,
5901,850.0,1193,296.0,
5902,1067.0,1147,388.0,
5903,1497.0,1285,482.0,
5904,1974.0,1473,397.0,
5905,2066.0,1476,522.0,
5906,1833.0,1382,660.0,
5907,1516.0,1339,711.0,
5908,1227.0,1408,508.0,
5909,1358.0,1329,35.0,
5910,1810.0,1043,-176.0,
5911,2062.0,867,12.0,
5912,1986.0,913,609.0,
5913,1954.0,1007,1060.0,
5914,1702.0,1007,971.0,
5915,1085.0,990,407.0,
5916,819.0,895,-289.0,
5917,1154.0,881,-452.0,
5918,1564.0,1096,-156.0,
5919,1579.0,1402,257.0,
5920,1337.0,1751,534.0,
5921,1223.0,1772,532.0,
5922,1285.0,1361,310.0,
5923,1314.0,930,18.0,
5924,1207.0,840,-68.0,
5925,1093.0,1080,131.0,
5926,1047.0,1188,406.0,
5927,921.0,1154,385.0,
5928,973.0,1106,89.0,
5929,1149.0,965,275.0,
5930,1092.0,850,929.0,
5931,947.0,904,1211.0,
5932,996.0,1010,870.0,
5933,1233.0,1068,112.0,
5934,1203.0,1214,-532.0,
5935,1044.0,1360,-692.0,
5936,1164.0,1321,-138.0,
5937,1569.0,1017,864.0,
5938,1960.0,764,1323.0,
5939,2012.0,769,885.0,
5940,1774.0,919,-53.0,
5941,1498.0,1057,-628.0,
5942,1486.0,1144,-370.0,
5943,1494.0,1357,311.0,
5944,1414.0,1515,920.0,
5945,1464.0,1453,1171.0,
5946,1435.0,1137,1025.0,
5947,1111.0,837,572.0,
5948,756.0,656,103.0,
5949,933.0,534,-140.0,
5950,1436.0,819,-61.0,
5951,1676.0,1348,359.0,
5952,1699.0,1658,768.0,
5953,1667.0,1485,831.0,
5954,1451.0,1071,561.0,
5955,904.0,910,53.0,
5956,523.0,1229,-326.0,
5957,833.0,1498,-222.0,
5958,1396.0,1301,144.0,
5959,1673.0,967,440.0,
5960,1568.0,555,464.0,
5961,1309.0,490,356.0,
5962,1010.0,763,344.0,
5963,861.0,1119,396.0,
5964,1115.0,1466,467.0,
5965,1591.0,1504,458.0,
5966,2120.0,1475,380.0,
5967,2127.0,1266,240.0,
5968,1576.0,863,165.0,
5969,1183.0,592,329.0,
5970,1104.0,590,457.0,
5971,1105.0,861,316.0,
5972,1138.0,943,9.0,
5973,1445.0,731,-16.0,
5974,1802.0,780,257.0,
5975,1796.0,991,462.0,
5976,1330.0,873,464.0,
5977,919.0,511,121.0,
5978,931.0,357,-183.0,
5979,920.0,662,-175.0,
5980,780.0,1066,134.0,
5981,831.0,1176,588.0,
5982,1108.0,1017,797.0,
5983,1110.0,960,637.0,
5984,882.0,930,62.0,
5985,1070.0,860,-363.0,
5986,1470.0,1141,-68.0,
5987,1520.0,1496,528.0,
5988,1472.0,1503,848.0,
5989,1513.0,1083,679.0,
5990,1323.0,612,182.0,
5991,795.0,578,-353.0,
5992,304.0,841,-639.0,
5993,441.0,1109,-487.0,
5994,908.0,1222,-68.0,
5995,1142.0,1425,238.0,
5996,1292.0,1904,153.0,
5997,1551.0,2120,-88.0,
5998,1658.0,1745,-68.0,
5999,1355.0,984,80.0,
6000,993.0,233,62.0,
6001,903.0,30,-102.0,
6002,943.0,476,-251.0,
6003,981.0,1113,-278.0,
6004,1013.0,1300,-205.0,
6005,1190.0,955,140.0,
6006,1433.0,588,675.0,
6007,1286.0,468,749.0,
6008,960.0,560,273.0,
6009,923.0,702,-280.0,
6010,1057.0,872,-702.0,
6011,1005.0,995,-695.0,
6012,801.0,1045,-151.0,
6013,930.0,1039,515.0,
6014,1262.0,853,866.0,
6015,1249.0,644,581.0,
6016,1025.0,629,-74.0,
6017,984.0,870,-395.0,
6018,1073.0,1138,-196.0,
6019,974.0,1336,52.0,
6020,797.0,1408,64.0,
6021,1070.0,1176,-9.0,
6022,1787.0,907,-100.0,
6023,2266.0,775,-211.0,
6024,2152.0,823,-174.0,
6025,1769.0,935,197.0,
6026,1365.0,848,682.0,
6027,993.0,804,663.0,
6028,744.0,874,53.0,
6029,714.0,936,-472.0,
6030,828.0,1006,-467.0,
6031,850.0,945,-82.0,
6032,862.0,779,199.0,
6033,1126.0,694,153.0,
6034,1481.0,799,-28.0,
6035,1532.0,901,-199.0,
6036,1450.0,827,-181.0,
6037,1480.0,806,76.0,
6038,1322.0,969,515.0,
6039,856.0,1082,763.0,
6040,328.0,1003,388.0,
6041,338.0,889,-116.0,
6042,875.0,825,-216.0,
6043,1182.0,855,52.0,
6044,1317.0,857,311.0,
6045,1491.0,879,318.0,
6046,1694.0,924,183.0,
6047,1744.0,853,-55.0,
6048,1580.0,757,-344.0,
6049,1494.0,733,-432.0,
6050,1420.0,967,-63.0,
6051,1265.0,1165,448.0,
6052,919.0,995,650.0,
6053,692.0,742,553.0,
6054,862.0,756,319.0,
6055,1093.0,1046,-13.0,
6056,1208.0,1431,-374.0,
6057,1254.0,1665,-449.0,
6058,1340.0,1544,16.0,
6059,1390.0,1136,614.0,
6060,1556.0,710,809.0,
6061,1883.0,477,501.0,
6062,1961.0,591,76.0,
6063,1655.0,1037,-57.0,
6064,1155.0,1310,-63.0,
6065,914.0,1260,97.0,
6066,1089.0,1036,334.0,
6067,1312.0,837,373.0,
6068,1304.0,751,267.0,
6069,1186.0,693,199.0,
6070,1228.0,887,346.0,
6071,1234.0,1171,442.0,
6072,1038.0,1257,313.0,
6073,1010.0,944,170.0,
6074,1326.0,588,260.0,
6075,1568.0,648,513.0,
6076,1370.0,834,575.0,
6077,1126.0,958,516.0,
6078,1203.0,861,503.0,
6079,1386.0,792,513.0,
6080,1559.0,836,467.0,
6081,1691.0,627,309.0,
6082,1646.0,449,170.0,
6083,1513.0,631,54.0,
6084,1583.0,958,-52.0,
6085,1796.0,1090,66.0,
6086,1847.0,1124,559.0,
6087,1749.0,1254,1056.0,
6088,1593.0,1420,977.0,
6089,1491.0,1426,477.0,
6090,1718.0,1266,22.0,
6091,2051.0,1168,-224.0,
6092,2070.0,988,-231.0,
6093,1855.0,701,-80.0,
6094,1642.0,661,294.0,
6095,1410.0,1048,798.0,
6096,1145.0,1699,1067.0,
6097,1068.0,1932,1040.0,
6098,1310.0,1507,740.0,
6099,1569.0,972,284.0,
6100,1551.0,713,42.0,
6101,1463.0,830,112.0,
6102,1613.0,1132,497.0,
6103,1881.0,1427,915.0,
6104,1821.0,1561,929.0,
6105,1569.0,1275,657.0,
6106,1516.0,825,546.0,
6107,1712.0,646,695.0,
6108,2012.0,607,599.0,
6109,2168.0,623,390.0,
6110,2135.0,685,355.0,
6111,1905.0,846,263.0,
6112,1607.0,1247,251.0,
6113,1477.0,1480,377.0,
6114,1759.0,1246,670.0,
6115,2107.0,796,991.0,
6116,1936.0,579,854.0,
6117,1738.0,546,444.0,
6118,1825.0,472,227.0,
6119,1888.0,616,51.0,
6120,1719.0,988,-107.0,
6121,1526.0,1348,40.0,
6122,1666.0,1403,470.0,
6123,1879.0,1178,885.0,
6124,1914.0,1076,940.0,
6125,1766.0,1186,737.0,
6126,1730.0,1248,527.0,
6127,1710.0,1262,445.0,
6128,1542.0,1425,442.0,
6129,1555.0,1584,468.0,
6130,1602.0,1516,661.0,
6131,1514.0,1280,945.0,
6132,1309.0,1224,951.0,
6133,1245.0,1268,396.0,
6134,1311.0,1194,-45.0,
6135,1303.0,1121,11.0,
6136,1300.0,1139,288.0,
6137,1359.0,1161,647.0,
6138,1655.0,1010,870.0,
6139,1699.0,891,953.0,
6140,1337.0,913,743.0,
6141,1205.0,874,424.0,
6142,1554.0,773,428.0,
6143,2015.0,730,489.0,
6144,1960.0,741,328.0,
6145,1616.0,685,86.0,
6146,1645.0,711,11.0,
6147,1915.0,918,229.0,
6148,1913.0,1147,518.0,
6149,1793.0,1289,643.0,
6150,1858.0,1152,656.0,
6151,2076.0,912,561.0,
6152,2203.0,877,383.0,
6153,2104.0,926,330.0,
6154,2083.0,915,522.0,
6155,2053.0,882,661.0,
6156,1803.0,1055,427.0,
6157,1550.0,1283,116.0,
6158,1517.0,1287,73.0,
6159,1667.0,1325,262.0,
6160,1761.0,1435,405.0,
6161,1718.0,1412,373.0,
6162,1514.0,1204,339.0,
6163,1409.0,1067,547.0,
6164,1432.0,1270,809.0,
6165,1342.0,1667,733.0,
6166,1370.0,1967,541.0,
6167,1330.0,1870,421.0,
6168,1086.0,1640,244.0,
6169,814.0,1512,15.0,
6170,759.0,1312,-7.0,
6171,1006.0,1140,207.0,
6172,1007.0,1046,404.0,
6173,887.0,1079,367.0,
6174,1133.0,1197,311.0,
6175,1574.0,1153,508.0,
6176,1753.0,1124,651.0,
6177,1703.0,1234,598.0,
6178,2001.0,1182,297.0,
6179,2469.0,1075,12.0,
6180,2424.0,1136,-161.0,
6181,1938.0,1153,-308.0,
6182,1461.0,1058,78.0,
6183,1316.0,1096,669.0,
6184,1266.0,1183,774.0,
6185,1048.0,1149,358.0,
6186,1061.0,1046,-73.0,
6187,1405.0,961,0.0,
6188,1675.0,1017,298.0,
6189,1638.0,1085,312.0,
6190,1628.0,1117,129.0,
6191,1890.0,1142,177.0,
6192,1923.0,1187,342.0,
6193,1522.0,1293,464.0,
6194,1323.0,1241,415.0,
6195,1516.0,1106,232.0,
6196,1625.0,1106,145.0,
6197,1588.0,1284,18.0,
6198,1697.0,1303,-75.0,
6199,1947.0,1087,-95.0,
6200,1883.0,1053,-47.0,
6201,1630.0,1151,44.0,
6202,1622.0,1200,205.0,
6203,1615.0,1189,530.0,
6204,1494.0,1312,603.0,
6205,1332.0,1481,261.0,
6206,1356.0,1402,-130.0,
6207,1527.0,1207,-255.0,
6208,1425.0,1207,-183.0,
6209,1204.0,1312,-162.0,
6210,1188.0,1287,-132.0,
6211,1324.0,1062,48.0,
6212,1333.0,787,206.0,
6213,1198.0,872,127.0,
6214,1192.0,1151,86.0,
6215,1363.0,1180,301.0,
6216,1484.0,1015,506.0,
6217,1410.0,857,404.0,
6218,1292.0,700,215.0,
6219,1200.0,598,103.0,
6220,975.0,675,-7.0,
6221,829.0,939,3.0,
6222,1056.0,1104,71.0,
6223,1407.0,1084,170.0,
6224,1537.0,1043,21.0,
6225,1605.0,917,-278.0,
6226,1839.0,779,-211.0,
6227,2192.0,702,64.0,
6228,2351.0,855,241.0,
6229,2077.0,1104,91.0,
6230,1842.0,1108,1.0,
6231,2046.0,1013,219.0,
6232,2206.0,904,332.0,
6233,2049.0,1013,314.0,
6234,2046.0,1270,160.0,
6235,2265.0,1230,85.0,
6236,2435.0,904,146.0,
6237,2458.0,630,177.0,
6238,2439.0,678,274.0,
6239,2374.0,738,366.0,
6240,2066.0,684,443.0,
6241,1713.0,676,260.0,
6242,1658.0,671,-128.0,
6243,1885.0,674,-379.0,
6244,1927.0,627,-392.0,
6245,1678.0,687,-159.0,
6246,1550.0,846,129.0,
6247,1602.0,917,349.0,
6248,1471.0,904,321.0,
6249,1200.0,939,106.0,
6250,1162.0,973,-80.0,
6251,1282.0,827,-47.0,
6252,1304.0,789,137.0,
6253,1141.0,997,318.0,
6254,1084.0,1211,451.0,
6255,1235.0,1260,441.0,
6256,1469.0,1214,380.0,
6257,1743.0,1162,115.0,
6258,1994.0,1015,14.0,
6259,2134.0,774,186.0,
6260,1972.0,646,264.0,
6261,1716.0,675,280.0,
6262,1726.0,575,218.0,
6263,1947.0,528,311.0,
6264,1944.0,633,447.0,
6265,1790.0,670,454.0,
6266,1790.0,617,295.0,
6267,1811.0,540,121.0,
6268,1818.0,591,101.0,
6269,1806.0,688,-89.0,
6270,1968.0,757,-214.0,
6271,2264.0,663,123.0,
6272,2186.0,508,582.0,
6273,1710.0,542,647.0,
6274,1387.0,596,443.0,
6275,1562.0,608,423.0,
6276,1837.0,526,406.0,
6277,1811.0,581,187.0,
6278,1649.0,742,54.0,
6279,1494.0,847,173.0,
6280,1342.0,1068,384.0,
6281,1142.0,1235,443.0,
6282,980.0,1270,391.0,
6283,1157.0,1133,393.0,
6284,1454.0,1071,484.0,
6285,1482.0,1184,500.0,
6286,1535.0,1307,304.0,
6287,1782.0,1431,56.0,
6288,1879.0,1426,-229.0,
6289,1657.0,1352,-436.0,
6290,1486.0,1194,-216.0,
6291,1701.0,933,443.0,
6292,1853.0,698,1100.0,
6293,1522.0,592,1167.0,
6294,1114.0,571,840.0,
6295,1050.0,500,526.0,
6296,1053.0,524,253.0,
6297,936.0,666,-22.0,
6298,906.0,778,-199.0,
6299,1200.0,722,54.0,
6300,1555.0,599,531.0,
6301,1548.0,586,784.0,
6302,1548.0,455,576.0,
6303,1805.0,333,215.0,
6304,1977.0,417,4.0,
6305,1723.0,589,-17.0,
6306,1329.0,745,323.0,
6307,1292.0,876,743.0,
6308,1323.0,978,1007.0,
6309,1206.0,1068,869.0,
6310,1210.0,1135,376.0,
6311,1340.0,1062,19.0,
6312,1460.0,1082,-31.0,
6313,1551.0,1163,57.0,
6314,1543.0,1165,61.0,
6315,1574.0,1130,206.0,
6316,1563.0,1043,431.0,
6317,1355.0,1113,520.0,
6318,1381.0,1187,535.0,
6319,1485.0,1110,563.0,
6320,1372.0,989,449.0,
6321,1058.0,869,-74.0,
6322,836.0,1024,-500.0,
6323,1100.0,1327,-335.0,
6324,1274.0,1326,333.0,
6325,1108.0,1114,956.0,
6326,905.0,908,990.0,
6327,825.0,830,637.0,
6328,1041.0,892,290.0,
6329,1202.0,966,36.0,
6330,1191.0,998,-90.0,
6331,1402.0,1007,-15.0,
6332,1501.0,1082,242.0,
6333,1310.0,1203,449.0,
6334,1149.0,1144,454.0,
6335,1035.0,892,509.0,
6336,980.0,813,551.0,
6337,874.0,942,316.0,
6338,890.0,1006,30.0,
6339,1139.0,903,-36.0,
6340,1280.0,849,29.0,
6341,1251.0,999,82.0,
6342,1113.0,1143,257.0,
6343,1067.0,1146,608.0,
6344,1177.0,1025,926.0,
6345,1112.0,1023,919.0,
6346,967.0,1115,512.0,
6347,1127.0,1046,57.0,
6348,1337.0,957,-91.0,
6349,1283.0,939,62.0,
6350,1401.0,945,241.0,
6351,1784.0,869,396.0,
6352,1972.0,723,555.0,
6353,1869.0,827,544.0,
6354,1626.0,1112,443.0,
6355,1512.0,1213,464.0,
6356,1512.0,1195,441.0,
6357,1280.0,1206,278.0,
6358,914.0,1112,164.0,
6359,731.0,968,299.0,
6360,761.0,987,538.0,
6361,863.0,1118,468.0,
6362,902.0,1262,216.0,
6363,918.0,1213,147.0,
6364,940.0,1008,393.0,
6365,856.0,986,664.0,
6366,717.0,1246,651.0,
6367,637.0,1496,507.0,
6368,698.0,1440,367.0,
6369,768.0,1314,326.0,
6370,733.0,1229,393.0,
6371,874.0,1074,420.0,
6372,1097.0,897,426.0,
6373,1122.0,868,346.0,
6374,1126.0,1055,225.0,
6375,1194.0,1172,354.0,
6376,1367.0,1090,598.0,
6377,1524.0,914,648.0,
6378,1598.0,847,424.0,
6379,1799.0,903,209.0,
6380,1862.0,900,293.0,
6381,1638.0,883,523.0,
6382,1208.0,852,598.0,
6383,924.0,840,479.0,
6384,982.0,1029,418.0,
6385,995.0,1291,305.0,
6386,991.0,1322,107.0,
6387,1298.0,1200,213.0,
6388,1751.0,1030,530.0,
6389,1791.0,1045,708.0,
6390,1449.0,1308,583.0,
6391,1131.0,1419,399.0,
6392,1064.0,1287,371.0,
6393,1003.0,1139,319.0,
6394,812.0,1087,309.0,
6395,862.0,1036,457.0,
6396,984.0,1098,714.0,
6397,866.0,1295,662.0,
6398,641.0,1497,218.0,
6399,755.0,1484,-49.0,
6400,1103.0,1249,1.0,
6401,1145.0,1089,302.0,
6402,1015.0,890,446.0,
6403,970.0,708,329.0,
6404,1057.0,652,267.0,
6405,1056.0,694,110.0,
6406,1003.0,836,-59.0,
6407,1258.0,832,-75.0,
6408,1488.0,752,147.0,
6409,1328.0,698,474.0,
6410,1035.0,607,676.0,
6411,918.0,487,685.0,
6412,964.0,446,615.0,
6413,978.0,639,359.0,
6414,884.0,861,-159.0,
6415,1020.0,940,-402.0,
6416,1268.0,959,-132.0,
6417,1291.0,1061,406.0,
6418,1301.0,1110,710.0,
6419,1406.0,1038,776.0,
6420,1591.0,991,799.0,
6421,1423.0,980,646.0,
6422,1023.0,1017,348.0,
6423,965.0,1001,91.0,
6424,1149.0,899,23.0,
6425,1324.0,872,106.0,
6426,1243.0,996,279.0,
6427,1278.0,1069,491.0,
6428,1541.0,1023,718.0,
6429,1467.0,1058,704.0,
6430,1150.0,1164,371.0,
6431,920.0,1175,74.0,
6432,890.0,1095,-21.0,
6433,938.0,1094,57.0,
6434,842.0,1041,114.0,
6435,897.0,837,108.0,
6436,1288.0,643,267.0,
6437,1476.0,560,500.0,
6438,1337.0,617,455.0,
6439,1080.0,557,280.0,
6440,831.0,437,294.0,
6441,742.0,470,283.0,
6442,728.0,602,146.0,
6443,987.0,836,63.0,
6444,1256.0,926,123.0,
6445,1071.0,895,144.0,
6446,927.0,888,-9.0,
6447,1007.0,783,50.0,
6448,1144.0,631,380.0,
6449,1193.0,378,592.0,
6450,1022.0,234,531.0,
6451,966.0,230,308.0,
6452,1043.0,232,275.0,
6453,1045.0,442,380.0,
6454,928.0,694,479.0,
6455,829.0,823,638.0,
6456,972.0,838,753.0,
6457,1050.0,775,705.0,
6458,851.0,704,345.0,
6459,728.0,691,-36.0,
6460,903.0,721,-102.0,
6461,1128.0,865,32.0,
6462,1177.0,1082,212.0,
6463,1193.0,1098,417.0,
6464,1306.0,1063,669.0,
6465,1369.0,1003,782.0,
6466,1391.0,903,694.0,
6467,1480.0,808,437.0,
6468,1462.0,692,153.0,
6469,1346.0,774,65.0,
6470,1157.0,878,1.0,
6471,994.0,830,52.0,
6472,1084.0,812,354.0,
6473,1119.0,845,603.0,
6474,1005.0,923,718.0,
6475,995.0,890,715.0,
6476,1101.0,653,719.0,
6477,1157.0,556,810.0,
6478,949.0,610,734.0,
6479,732.0,636,543.0,
6480,847.0,663,391.0,
6481,916.0,656,147.0,
6482,775.0,611,-182.0,
6483,788.0,484,-338.0,
6484,1015.0,295,74.0,
6485,1155.0,211,816.0,
6486,976.0,367,1150.0,
6487,880.0,543,960.0,
6488,1150.0,569,562.0,
6489,1340.0,631,248.0,
6490,1199.0,824,163.0,
6491,989.0,933,290.0,
6492,1004.0,758,632.0,
6493,1189.0,528,947.0,
6494,1247.0,418,814.0,
6495,1206.0,420,437.0,
6496,1242.0,475,246.0,
6497,1245.0,581,160.0,
6498,1171.0,733,155.0,
6499,1231.0,859,302.0,
6500,1380.0,822,599.0,
6501,1546.0,764,855.0,
6502,1475.0,965,743.0,
6503,1160.0,1159,480.0,
6504,1247.0,1153,374.0,
6505,1392.0,982,374.0,
6506,1181.0,878,246.0,
6507,1031.0,885,111.0,
6508,1001.0,788,141.0,
6509,945.0,713,117.0,
6510,744.0,717,85.0,
6511,549.0,677,130.0,
6512,608.0,577,315.0,
6513,707.0,580,717.0,
6514,798.0,800,1034.0,
6515,943.0,1149,952.0,
6516,1157.0,1312,707.0,
6517,1237.0,1216,404.0,
6518,907.0,1102,54.0,
6519,554.0,863,-108.0,
6520,538.0,560,71.0,
6521,761.0,451,534.0,
6522,912.0,541,768.0,
6523,924.0,603,622.0,
6524,911.0,534,440.0,
6525,980.0,635,397.0,
6526,1004.0,896,347.0,
6527,908.0,1037,136.0,
6528,1021.0,1002,62.0,
6529,1172.0,878,284.0,
6530,1189.0,871,563.0,
6531,1125.0,965,739.0,
6532,1131.0,951,848.0,
6533,1238.0,840,829.0,
6534,1176.0,827,457.0,
6535,1059.0,941,-36.0,
6536,1012.0,1095,-299.0,
6537,1057.0,1237,-181.0,
6538,938.0,1433,204.0,
6539,718.0,1666,384.0,
6540,976.0,1655,348.0,
6541,1364.0,1399,253.0,
6542,1437.0,1063,249.0,
6543,1266.0,830,393.0,
6544,1062.0,731,473.0,
6545,1102.0,784,529.0,
6546,1102.0,1004,272.0,
6547,867.0,1106,-231.0,
6548,726.0,1095,-427.0,
6549,914.0,1042,-245.0,
6550,1089.0,971,157.0,
6551,1055.0,986,356.0,
6552,1153.0,1017,332.0,
6553,1360.0,1015,443.0,
6554,1341.0,976,633.0,
6555,939.0,1047,697.0,
6556,693.0,1260,644.0,
6557,905.0,1316,657.0,
6558,1000.0,1282,605.0,
6559,837.0,1321,394.0,
6560,907.0,1212,172.0,
6561,1195.0,963,-35.0,
6562,1163.0,832,-129.0,
6563,819.0,860,-69.0,
6564,811.0,913,153.0,
6565,1156.0,952,512.0,
6566,1237.0,1036,754.0,
6567,1217.0,1088,679.0,
6568,1350.0,1069,405.0,
6569,1360.0,1043,206.0,
6570,1040.0,1049,131.0,
6571,622.0,1054,46.0,
6572,644.0,919,-20.0,
6573,979.0,774,96.0,
6574,1036.0,893,373.0,
6575,924.0,1133,668.0,
6576,1048.0,1281,751.0,
6577,1295.0,1245,647.0,
6578,1306.0,1072,538.0,
6579,909.0,888,293.0,
6580,730.0,698,97.0,
6581,1050.0,701,253.0,
6582,1214.0,950,454.0,
6583,942.0,1213,527.0,
6584,673.0,1356,536.0,
6585,759.0,1353,492.0,
6586,848.0,1296,353.0,
6587,897.0,1324,26.0,
6588,1154.0,1311,-101.0,
6589,1410.0,1189,72.0,
6590,1376.0,1202,230.0,
6591,909.0,1257,265.0,
6592,390.0,1173,206.0,
6593,338.0,1015,238.0,
6594,686.0,1027,291.0,
6595,976.0,1214,335.0,
6596,1159.0,1256,372.0,
6597,1445.0,1176,375.0,
6598,1575.0,1048,286.0,
6599,1443.0,1074,171.0,
6600,1358.0,1288,183.0,
6601,1510.0,1385,282.0,
6602,1544.0,1440,498.0,
6603,1339.0,1508,478.0,
6604,1439.0,1511,380.0,
6605,1667.0,1350,355.0,
6606,1668.0,1177,247.0,
6607,1581.0,1154,82.0,
6608,1544.0,1190,-13.0,
6609,1648.0,1269,231.0,
6610,1585.0,1334,375.0,
6611,1305.0,1404,283.0,
6612,1031.0,1355,109.0,
6613,889.0,1162,168.0,
6614,854.0,914,393.0,
6615,826.0,719,540.0,
6616,968.0,737,703.0,
6617,1232.0,771,768.0,
6618,1346.0,857,723.0,
6619,1392.0,1093,420.0,
6620,1503.0,1195,48.0,
6621,1503.0,1118,-129.0,
6622,1408.0,1077,-51.0,
6623,1304.0,1210,-32.0,
6624,1345.0,1415,36.0,
6625,1525.0,1445,344.0,
6626,1495.0,1407,434.0,
